1,掲載枠上限(1),,1,0,1,0
2,掲載枠上限(25),,1,0,25,0
3,掲載枠上限(無制限),,1,1,0,0
4,「みてね！」通数(20),,1,0,20,1
5,「みてね！」通数(30),,0,0,30,1
6,「みてね！」通数(50),,1,0,50,1
7,オススメ求人設定数(1),,1,0,1,2
8,TOPバナー広告(1),,1,0,1,3
9,検索結果テキスト広告(1),,1,0,1,4
10,求人応募者数（正社員）(0),,0,0,0,5
11,求人応募者数（正社員以外）(0),,0,0,0,6
12,紹介会社応募者数（正社員）(0),,0,0,0,7
13,特集ページ作成,,1,0,1,9
